"date","task_id","department_id","department","role","service_code","service_name","target","workstream_code","workstream","title","acceptance_criteria","priority","effort","today_candidate","automation_hook","source_ref1","source_ref2"
"2026-03-03","T1-066","T1","Chief Dispatcher","priority-governance","S07","API Client","web/platform/api.js","W06","Performance and SLO","[API Client] Performance and SLO: prioritize, assign owner, and approve go/no-go criteria","Deliver SLO and budget for web/platform/api.js; map to owner/SLA; link evidence in docs.","P2","L","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","VALIDATION_QUICK_REFERENCE.md"
"2026-03-03","T1-067","T1","Chief Dispatcher","priority-governance","S07","API Client","web/platform/api.js","W07","Security Hardening","[API Client] Security Hardening: prioritize, assign owner, and approve go/no-go criteria","Deliver risk register and fixes for web/platform/api.js; map to owner/SLA; link evidence in docs.","P2","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","VALIDATION_QUICK_REFERENCE.md"
"2026-03-03","T1-068","T1","Chief Dispatcher","priority-governance","S07","API Client","web/platform/api.js","W08","CI/CD Automation","[API Client] CI/CD Automation: prioritize, assign owner, and approve go/no-go criteria","Deliver pipeline gates for web/platform/api.js; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","VALIDATION_QUICK_REFERENCE.md"
"2026-03-03","T1-069","T1","Chief Dispatcher","priority-governance","S07","API Client","web/platform/api.js","W09","Runbook and Incident","[API Client] Runbook and Incident: prioritize, assign owner, and approve go/no-go criteria","Deliver runbook update for web/platform/api.js; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","VALIDATION_QUICK_REFERENCE.md"
"2026-03-03","T1-070","T1","Chief Dispatcher","priority-governance","S07","API Client","web/platform/api.js","W10","Metrics and Reporting","[API Client] Metrics and Reporting: prioritize, assign owner, and approve go/no-go criteria","Deliver dashboard and report for web/platform/api.js; map to owner/SLA; link evidence in docs.","P3","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","VALIDATION_QUICK_REFERENCE.md"
"2026-03-03","T1-071","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W01","Requirements Traceability","[Observability] Requirements Traceability: prioritize, assign owner, and approve go/no-go criteria","Deliver traceability matrix for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P0","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-072","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W02","Page Function Audit","[Observability] Page Function Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver feature checklist for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P1","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-073","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W03","API Contract Audit","[Observability] API Contract Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver contract diff report for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P1","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-074","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W04","Data Integrity","[Observability] Data Integrity: prioritize, assign owner, and approve go/no-go criteria","Deliver data rule set for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P1","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-075","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W05","Test Automation","[Observability] Test Automation: prioritize, assign owner, and approve go/no-go criteria","Deliver automated test cases for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P2","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-076","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W06","Performance and SLO","[Observability] Performance and SLO: prioritize, assign owner, and approve go/no-go criteria","Deliver SLO and budget for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P2","L","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-077","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W07","Security Hardening","[Observability] Security Hardening: prioritize, assign owner, and approve go/no-go criteria","Deliver risk register and fixes for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P2","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-078","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W08","CI/CD Automation","[Observability] CI/CD Automation: prioritize, assign owner, and approve go/no-go criteria","Deliver pipeline gates for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-079","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W09","Runbook and Incident","[Observability] Runbook and Incident: prioritize, assign owner, and approve go/no-go criteria","Deliver runbook update for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-080","T1","Chief Dispatcher","priority-governance","S08","Observability","metrics/health endpoints","W10","Metrics and Reporting","[Observability] Metrics and Reporting: prioritize, assign owner, and approve go/no-go criteria","Deliver dashboard and report for metrics/health endpoints; map to owner/SLA; link evidence in docs.","P3","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","DEPLOYMENT_STATUS_FINAL.md"
"2026-03-03","T1-081","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W01","Requirements Traceability","[Security] Requirements Traceability: prioritize, assign owner, and approve go/no-go criteria","Deliver traceability matrix for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P0","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-082","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W02","Page Function Audit","[Security] Page Function Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver feature checklist for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P1","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-083","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W03","API Contract Audit","[Security] API Contract Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver contract diff report for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P1","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-084","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W04","Data Integrity","[Security] Data Integrity: prioritize, assign owner, and approve go/no-go criteria","Deliver data rule set for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P1","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-085","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W05","Test Automation","[Security] Test Automation: prioritize, assign owner, and approve go/no-go criteria","Deliver automated test cases for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P2","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-086","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W06","Performance and SLO","[Security] Performance and SLO: prioritize, assign owner, and approve go/no-go criteria","Deliver SLO and budget for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P2","L","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-087","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W07","Security Hardening","[Security] Security Hardening: prioritize, assign owner, and approve go/no-go criteria","Deliver risk register and fixes for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P2","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-088","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W08","CI/CD Automation","[Security] CI/CD Automation: prioritize, assign owner, and approve go/no-go criteria","Deliver pipeline gates for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-089","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W09","Runbook and Incident","[Security] Runbook and Incident: prioritize, assign owner, and approve go/no-go criteria","Deliver runbook update for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P3","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-090","T1","Chief Dispatcher","priority-governance","S09","Security","auth/session/payment endpoints","W10","Metrics and Reporting","[Security] Metrics and Reporting: prioritize, assign owner, and approve go/no-go criteria","Deliver dashboard and report for auth/session/payment endpoints; map to owner/SLA; link evidence in docs.","P3","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","docs/SECURITY_HARDENING.md"
"2026-03-03","T1-091","T1","Chief Dispatcher","priority-governance","S10","Documentation","docs/* + .agent/*","W01","Requirements Traceability","[Documentation] Requirements Traceability: prioritize, assign owner, and approve go/no-go criteria","Deliver traceability matrix for docs/* + .agent/*; map to owner/SLA; link evidence in docs.","P0","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","orchestrator/phase-structure-v4.md"
"2026-03-03","T1-092","T1","Chief Dispatcher","priority-governance","S10","Documentation","docs/* + .agent/*","W02","Page Function Audit","[Documentation] Page Function Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver feature checklist for docs/* + .agent/*; map to owner/SLA; link evidence in docs.","P1","S","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","orchestrator/phase-structure-v4.md"
"2026-03-03","T1-093","T1","Chief Dispatcher","priority-governance","S10","Documentation","docs/* + .agent/*","W03","API Contract Audit","[Documentation] API Contract Audit: prioritize, assign owner, and approve go/no-go criteria","Deliver contract diff report for docs/* + .agent/*; map to owner/SLA; link evidence in docs.","P1","M","No","Docs->Validation->Handoff: update markdown + trigger validation checklist + emit handoff payload",".agent/AGENT_SYSTEM.md","orchestrator/phase-structure-v4.md"
